model,seed,step,entropy_bits
Gemini 2.5 Pro,6,6,4.247927513443585
Gemini 2.5 Pro,6,7,3.0
Gemini 2.5 Pro,6,8,1.0
Gemini 2.5 Pro,6,9,0.0
Gemini 2.5 Pro,7,1,6.6293566200796095
Gemini 2.5 Pro,7,2,6.066089190457772
Gemini 2.5 Pro,7,3,5.754887502163468
Gemini 2.5 Pro,7,4,5.357552004618084
Gemini 2.5 Pro,7,5,4.807354922057604
Gemini 2.5 Pro,7,6,4.169925001442312
Gemini 2.5 Pro,7,7,3.169925001442312
Gemini 2.5 Pro,7,8,1.0
Gemini 2.5 Pro,7,9,0.0
Gemini 2.5 Pro,8,1,6.643856189774724
Gemini 2.5 Pro,8,2,6.044394119358453
Gemini 2.5 Pro,8,3,5.78135971352466
Gemini 2.5 Pro,8,4,5.321928094887363
Gemini 2.5 Pro,8,5,4.857980995127572
Gemini 2.5 Pro,8,6,4.169925001442312
Gemini 2.5 Pro,8,7,3.0
Gemini 2.5 Pro,8,8,1.0
Gemini 2.5 Pro,8,9,0.0
Gemini 2.5 Pro,9,1,6.643856189774724
Gemini 2.5 Pro,9,2,6.066089190457772
Gemini 2.5 Pro,9,3,5.78135971352466
Gemini 2.5 Pro,9,4,5.321928094887363
Gemini 2.5 Pro,9,5,4.807354922057604
Gemini 2.5 Pro,9,6,4.169925001442312
Gemini 2.5 Pro,9,7,2.807354922057604
Gemini 2.5 Pro,9,8,1.0
Gemini 2.5 Pro,9,9,0.0
Gemini 2.5 Pro,10,1,6.643856189774724
Gemini 2.5 Pro,10,2,6.044394119358453
Gemini 2.5 Pro,10,3,5.754887502163468
Gemini 2.5 Pro,10,4,5.321928094887363
Gemini 2.5 Pro,10,5,4.807354922057604
Gemini 2.5 Pro,10,6,4.169925001442312
Gemini 2.5 Pro,10,7,3.0
Gemini 2.5 Pro,10,8,1.0
Gemini 2.5 Pro,10,9,0.0
Claude Sonnet 4.5,1,1,6.087462841250339
Claude Sonnet 4.5,1,2,5.459431618637297
Claude Sonnet 4.5,1,3,5.20945336562895
Claude Sonnet 4.5,1,4,4.459431618637297
Claude Sonnet 4.5,1,5,3.700439718141092
Claude Sonnet 4.5,1,6,3.0
Claude Sonnet 4.5,1,7,1.0
Claude Sonnet 4.5,1,8,0.0
Claude Sonnet 4.5,1,9,0.0
Claude Sonnet 4.5,2,1,6.066089190457772
Claude Sonnet 4.5,2,2,5.426264754702098
Claude Sonnet 4.5,2,3,5.169925001442312
Claude Sonnet 4.5,2,4,4.459431618637297
Claude Sonnet 4.5,2,5,3.807354922057604
Claude Sonnet 4.5,2,6,3.0
Claude Sonnet 4.5,2,7,1.0
Claude Sonnet 4.5,2,8,0.0
Claude Sonnet 4.5,2,9,0.0
Claude Sonnet 4.5,3,1,6.087462841250339
Claude Sonnet 4.5,3,2,5.392317422778761
Claude Sonnet 4.5,3,3,5.129283016944966
Claude Sonnet 4.5,3,4,4.523561956057013
Claude Sonnet 4.5,3,5,3.807354922057604
Claude Sonnet 4.5,3,6,2.807354922057604
Claude Sonnet 4.5,3,7,1.0
Claude Sonnet 4.5,3,8,0.0
Claude Sonnet 4.5,3,9,0.0
Claude Sonnet 4.5,4,1,6.643856189774724
Claude Sonnet 4.5,4,2,5.977279923499917
Claude Sonnet 4.5,4,3,5.643856189774724
Claude Sonnet 4.5,4,4,5.087462841250339
Claude Sonnet 4.5,4,5,4.523561956057013
Claude Sonnet 4.5,4,6,3.4594316186372973
Claude Sonnet 4.5,4,7,1.0
Claude Sonnet 4.5,4,8,0.0
Claude Sonnet 4.5,4,9,0.0
Claude Sonnet 4.5,5,1,6.643856189774724
Claude Sonnet 4.5,5,2,6.0
Claude Sonnet 4.5,5,3,5.614709844115208
Claude Sonnet 4.5,5,4,5.087462841250339
Claude Sonnet 4.5,5,5,4.459431618637297
Claude Sonnet 4.5,5,6,3.584962500721156
Claude Sonnet 4.5,5,7,1.0
Claude Sonnet 4.5,5,8,0.0
Claude Sonnet 4.5,5,9,0.0
Claude Sonnet 4.5,6,1,6.643856189774724
Claude Sonnet 4.5,6,2,6.0
Claude Sonnet 4.5,6,3,5.643856189774724
Claude Sonnet 4.5,6,4,5.087462841250339
Claude Sonnet 4.5,6,5,4.459431618637297
Claude Sonnet 4.5,6,6,3.584962500721156
Claude Sonnet 4.5,6,7,1.0
Claude Sonnet 4.5,6,8,0.0
Claude Sonnet 4.5,6,9,0.0
Claude Sonnet 4.5,7,1,6.643856189774724
Claude Sonnet 4.5,7,2,6.0
Claude Sonnet 4.5,7,3,5.643856189774724
Claude Sonnet 4.5,7,4,5.044394119358453
Claude Sonnet 4.5,7,5,4.392317422778761
Claude Sonnet 4.5,7,6,3.584962500721156
Claude Sonnet 4.5,7,7,1.0
Claude Sonnet 4.5,7,8,0.0
Claude Sonnet 4.5,7,9,0.0
Claude Sonnet 4.5,8,1,6.658211482751795
Claude Sonnet 4.5,8,2,6.0
Claude Sonnet 4.5,8,3,5.643856189774724
Claude Sonnet 4.5,8,4,5.087462841250339
Claude Sonnet 4.5,8,5,4.459431618637297
Claude Sonnet 4.5,8,6,3.584962500721156
Claude Sonnet 4.5,8,7,1.0
Claude Sonnet 4.5,8,8,0.0
Claude Sonnet 4.5,8,9,0.0
Claude Sonnet 4.5,9,1,6.643856189774724
Claude Sonnet 4.5,9,2,6.0
Claude Sonnet 4.5,9,3,5.643856189774724
Claude Sonnet 4.5,9,4,5.087462841250339
Claude Sonnet 4.5,9,5,4.523561956057013
Claude Sonnet 4.5,9,6,3.584962500721156
Claude Sonnet 4.5,9,7,1.0
Claude Sonnet 4.5,9,8,0.0
Claude Sonnet 4.5,9,9,0.0
Claude Sonnet 4.5,10,1,6.6293566200796095
Claude Sonnet 4.5,10,2,6.022367813028454
Claude Sonnet 4.5,10,3,5.614709844115208
Claude Sonnet 4.5,10,4,5.129283016944966
Claude Sonnet 4.5,10,5,4.459431618637297
Claude Sonnet 4.5,10,6,3.584962500721156
Claude Sonnet 4.5,10,7,1.0
Claude Sonnet 4.5,10,8,0.0
Claude Sonnet 4.5,10,9,0.0
Grok 4,1,1,6.087462841250339
Grok 4,1,2,5.459431618637297
Grok 4,1,3,5.20945336562895
Grok 4,1,4,4.584962500721156
Grok 4,1,5,4.0
Grok 4,1,6,3.321928094887362
Grok 4,1,7,2.0
Grok 4,1,8,0.0
Grok 4,1,9,0.0
Grok 4,2,1,6.087462841250339
Grok 4,2,2,5.459431618637297
Grok 4,2,3,5.20945336562895
Grok 4,2,4,4.584962500721156
Grok 4,2,5,4.0
Grok 4,2,6,3.321928094887362
Grok 4,2,7,2.321928094887362
Grok 4,2,8,0.0
Grok 4,2,9,0.0
Grok 4,3,1,6.087462841250339
Grok 4,3,2,5.459431618637297
Grok 4,3,3,5.20945336562895
Grok 4,3,4,4.584962500721156
Grok 4,3,5,4.0
Grok 4,3,6,3.321928094887362
Grok 4,3,7,2.0
Grok 4,3,8,0.0
Grok 4,3,9,0.0
Grok 4,4,1,6.643856189774724
Grok 4,4,2,6.044394119358453
Grok 4,4,3,5.672425341971495
Grok 4,4,4,5.129283016944966
Grok 4,4,5,4.643856189774724
Grok 4,4,6,4.0
Grok 4,4,7,2.0
Grok 4,4,8,0.0
Grok 4,4,9,0.0
Grok 4,5,1,6.643856189774724
Grok 4,5,2,6.044394119358453
Grok 4,5,3,5.700439718141092
Grok 4,5,4,5.169925001442312
Grok 4,5,5,4.584962500721156
Grok 4,5,6,4.0
Grok 4,5,7,1.584962500721156
Grok 4,5,8,0.0
Grok 4,5,9,0.0
Grok 4,6,1,6.6293566200796095
Grok 4,6,2,6.044394119358453
Grok 4,6,3,5.700439718141092
Grok 4,6,4,5.20945336562895
Grok 4,6,5,4.523561956057013
Grok 4,6,6,4.087462841250339
Grok 4,6,7,2.0
Grok 4,6,8,0.0
Grok 4,6,9,0.0
Grok 4,7,1,6.643856189774724
Grok 4,7,2,6.044394119358453
Grok 4,7,3,5.700439718141092
Grok 4,7,4,5.169925001442312
Grok 4,7,5,4.523561956057013
Grok 4,7,6,4.087462841250339
Grok 4,7,7,2.321928094887362
Grok 4,7,8,0.0
Grok 4,7,9,0.0
Grok 4,8,1,6.658211482751795
Grok 4,8,2,6.022367813028454
Grok 4,8,3,5.700439718141092
Grok 4,8,4,5.169925001442312
Grok 4,8,5,4.584962500721156
Grok 4,8,6,3.9068905956085187
Grok 4,8,7,2.0
Grok 4,8,8,0.0
Grok 4,8,9,0.0
Grok 4,9,1,6.6293566200796095
Grok 4,9,2,6.044394119358453
Grok 4,9,3,5.727920454563199
Grok 4,9,4,5.129283016944966
Grok 4,9,5,4.584962500721156
Grok 4,9,6,4.0
Grok 4,9,7,1.584962500721156
Grok 4,9,8,0.0
Grok 4,9,9,0.0
Grok 4,10,1,6.643856189774724
Grok 4,10,2,6.022367813028454
Grok 4,10,3,5.727920454563199
Grok 4,10,4,5.169925001442312
Grok 4,10,5,4.584962500721156
Grok 4,10,6,3.9068905956085187
Grok 4,10,7,2.0
Grok 4,10,8,0.0
Grok 4,10,9,0.0
Oracle,1,1,6.459431618637297
Oracle,1,2,5.357552004618084
Oracle,1,3,5.087462841250339
Oracle,1,4,4.459431618637297
Oracle,1,5,3.700439718141092
Oracle,1,6,2.584962500721156
Oracle,1,7,0.0
Oracle,1,8,0.0
Oracle,1,9,0.0
Oracle,2,1,6.459431618637297
Oracle,2,2,5.357552004618084
Oracle,2,3,5.087462841250339
Oracle,2,4,4.459431618637297
Oracle,2,5,3.700439718141092
Oracle,2,6,2.584962500721156
Oracle,2,7,0.0
Oracle,2,8,0.0
Oracle,2,9,0.0
Oracle,3,1,6.459431618637297
Oracle,3,2,5.357552004618084
Oracle,3,3,5.087462841250339
Oracle,3,4,4.459431618637297
Oracle,3,5,3.700439718141092
Oracle,3,6,2.584962500721156
Oracle,3,7,0.0
Oracle,3,8,0.0
Oracle,3,9,0.0
Oracle,4,1,6.459431618637297
Oracle,4,2,5.954196310386875
Oracle,4,3,5.643856189774724
Oracle,4,4,5.087462841250339
Oracle,4,5,4.247927513443585
Oracle,4,6,3.4594316186372973
Oracle,4,7,0.0
Oracle,4,8,0.0
Oracle,4,9,0.0
Oracle,5,1,6.459431618637297
Oracle,5,2,5.930737337562887
Oracle,5,3,5.643856189774724
Oracle,5,4,5.044394119358453
Oracle,5,5,4.321928094887363
Oracle,5,6,3.321928094887362
Oracle,5,7,0.0
Oracle,5,8,0.0
Oracle,5,9,0.0
Oracle,6,1,6.459431618637297
Oracle,6,2,5.954196310386875
Oracle,6,3,5.672425341971495
Oracle,6,4,5.087462841250339
Oracle,6,5,4.392317422778761
Oracle,6,6,3.321928094887362
Oracle,6,7,0.0
Oracle,6,8,0.0
Oracle,6,9,0.0
Oracle,7,1,6.459431618637297
Oracle,7,2,5.930737337562887
Oracle,7,3,5.643856189774724
Oracle,7,4,5.044394119358453
Oracle,7,5,4.321928094887363
Oracle,7,6,3.169925001442312
Oracle,7,7,0.0
Oracle,7,8,0.0
Oracle,7,9,0.0
Oracle,8,1,6.459431618637297
Oracle,8,2,5.977279923499917
Oracle,8,3,5.643856189774724
Oracle,8,4,5.087462841250339
Oracle,8,5,4.247927513443585
Oracle,8,6,3.321928094887362
Oracle,8,7,0.0
Oracle,8,8,0.0
Oracle,8,9,0.0
Oracle,9,1,6.459431618637297
Oracle,9,2,5.954196310386875
Oracle,9,3,5.614709844115208
Oracle,9,4,5.087462841250339
Oracle,9,5,4.321928094887363
Oracle,9,6,3.4594316186372973
Oracle,9,7,0.0
Oracle,9,8,0.0
Oracle,9,9,0.0
Oracle,10,1,6.459431618637297
Oracle,10,2,5.977279923499917
Oracle,10,3,5.614709844115208
Oracle,10,4,5.129283016944966
Oracle,10,5,4.321928094887363
Oracle,10,6,3.169925001442312
Oracle,10,7,0.0
Oracle,10,8,0.0
Oracle,10,9,0.0
