model,step,seed,entropy_bits
Gemini 2.5 Pro,1,1,6.569855608330948
Gemini 2.5 Pro,2,1,5.930737337562887
Gemini 2.5 Pro,3,1,5.321928094887363
Gemini 2.5 Pro,4,1,4.643856189774724
Gemini 2.5 Pro,5,1,3.584962500721156
Gemini 2.5 Pro,6,1,2.0
Gemini 2.5 Pro,7,1,1.0
Gemini 2.5 Pro,8,1,1.0
Gemini 2.5 Pro,9,1,1.0
Gemini 2.5 Pro,1,2,6.569855608330948
Gemini 2.5 Pro,2,2,5.930737337562887
Gemini 2.5 Pro,3,2,5.321928094887363
Gemini 2.5 Pro,4,2,4.643856189774724
Gemini 2.5 Pro,5,2,3.584962500721156
Gemini 2.5 Pro,6,2,2.0
Gemini 2.5 Pro,7,2,1.0
Gemini 2.5 Pro,8,2,1.0
Gemini 2.5 Pro,9,2,1.0
Gemini 2.5 Pro,1,3,6.569855608330948
Gemini 2.5 Pro,2,3,5.930737337562887
Gemini 2.5 Pro,3,3,5.321928094887363
Gemini 2.5 Pro,4,3,4.643856189774724
Gemini 2.5 Pro,5,3,3.584962500721156
Gemini 2.5 Pro,6,3,2.0
Gemini 2.5 Pro,7,3,1.0
Gemini 2.5 Pro,8,3,1.0
Gemini 2.5 Pro,9,3,1.0
Gemini 2.5 Pro,1,4,6.569855608330948
Gemini 2.5 Pro,2,4,5.930737337562887
Gemini 2.5 Pro,3,4,5.321928094887363
Gemini 2.5 Pro,4,4,4.643856189774724
Gemini 2.5 Pro,5,4,3.584962500721156
Gemini 2.5 Pro,6,4,2.0
Gemini 2.5 Pro,7,4,0.0
Gemini 2.5 Pro,8,4,0.0
Gemini 2.5 Pro,9,4,0.0
Gemini 2.5 Pro,1,5,6.569855608330948
Gemini 2.5 Pro,2,5,5.930737337562887
Gemini 2.5 Pro,3,5,5.321928094887363
Gemini 2.5 Pro,4,5,4.643856189774724
Gemini 2.5 Pro,5,5,3.584962500721156
Gemini 2.5 Pro,6,5,2.0
Gemini 2.5 Pro,7,5,0.0
Gemini 2.5 Pro,8,5,0.0
Gemini 2.5 Pro,9,5,0.0
Gemini 2.5 Pro,1,6,6.569855608330948
Gemini 2.5 Pro,2,6,5.930737337562887
Gemini 2.5 Pro,3,6,5.321928094887363
Gemini 2.5 Pro,4,6,4.643856189774724
Gemini 2.5 Pro,5,6,3.584962500721156
Gemini 2.5 Pro,6,6,2.0
Gemini 2.5 Pro,7,6,0.0
Gemini 2.5 Pro,8,6,0.0
Gemini 2.5 Pro,9,6,0.0
Gemini 2.5 Pro,1,7,6.569855608330948
Gemini 2.5 Pro,2,7,5.930737337562887
Gemini 2.5 Pro,3,7,5.321928094887363
Gemini 2.5 Pro,4,7,4.643856189774724
Gemini 2.5 Pro,5,7,3.584962500721156
Gemini 2.5 Pro,6,7,2.0
Gemini 2.5 Pro,7,7,0.0
Gemini 2.5 Pro,8,7,0.0
Gemini 2.5 Pro,9,7,0.0
Gemini 2.5 Pro,1,8,6.569855608330948
Gemini 2.5 Pro,2,8,5.930737337562887
Gemini 2.5 Pro,3,8,5.321928094887363
Gemini 2.5 Pro,4,8,4.643856189774724
Gemini 2.5 Pro,5,8,3.584962500721156
Gemini 2.5 Pro,6,8,2.0
Gemini 2.5 Pro,7,8,0.0
Gemini 2.5 Pro,8,8,0.0
Gemini 2.5 Pro,9,8,0.0
Gemini 2.5 Pro,1,9,6.569855608330948
Gemini 2.5 Pro,2,9,5.930737337562887
Gemini 2.5 Pro,3,9,5.321928094887363
Gemini 2.5 Pro,4,9,4.643856189774724
Gemini 2.5 Pro,5,9,3.584962500721156
Gemini 2.5 Pro,6,9,2.0
Gemini 2.5 Pro,7,9,0.0
Gemini 2.5 Pro,8,9,0.0
Gemini 2.5 Pro,9,9,0.0
Gemini 2.5 Pro,1,10,6.569855608330948
Gemini 2.5 Pro,2,10,5.930737337562887
Gemini 2.5 Pro,3,10,5.321928094887363
Gemini 2.5 Pro,4,10,4.643856189774724
Gemini 2.5 Pro,5,10,3.584962500721156
Gemini 2.5 Pro,6,10,2.0
Gemini 2.5 Pro,7,10,0.0
Gemini 2.5 Pro,8,10,0.0
Gemini 2.5 Pro,9,10,0.0
GPT 5,1,1,6.491853096329675
GPT 5,2,1,5.857980995127572
GPT 5,3,1,4.954196310386875
GPT 5,4,1,4.169925001442312
GPT 5,5,1,3.321928094887362
GPT 5,6,1,1.0
GPT 5,7,1,1.0
GPT 5,8,1,1.0
GPT 5,9,1,1.0
GPT 5,1,2,6.491853096329675
GPT 5,2,2,6.066089190457772
GPT 5,3,2,5.285402218862249
GPT 5,4,2,4.392317422778761
GPT 5,5,2,3.321928094887362
GPT 5,6,2,1.0
GPT 5,7,2,1.0
GPT 5,8,2,1.0
GPT 5,9,2,1.0
GPT 5,1,3,6.491853096329675
GPT 5,2,3,5.906890595608519
GPT 5,3,3,4.954196310386875
GPT 5,4,3,3.807354922057604
GPT 5,5,3,2.584962500721156
GPT 5,6,3,1.0
GPT 5,7,3,1.0
GPT 5,8,3,1.0
GPT 5,9,3,1.0
GPT 5,1,4,6.491853096329675
GPT 5,2,4,5.857980995127572
GPT 5,3,4,5.20945336562895
GPT 5,4,4,4.321928094887363
GPT 5,5,4,3.321928094887362
GPT 5,6,4,1.0
GPT 5,7,4,0.0
GPT 5,8,4,0.0
GPT 5,9,4,0.0
GPT 5,1,5,6.491853096329675
GPT 5,2,5,5.906890595608519
GPT 5,3,5,5.20945336562895
GPT 5,4,5,4.247927513443585
GPT 5,5,5,3.169925001442312
GPT 5,6,5,1.0
GPT 5,7,5,0.0
GPT 5,8,5,0.0
GPT 5,9,5,0.0
GPT 5,1,6,6.491853096329675
GPT 5,2,6,5.807354922057604
GPT 5,3,6,5.0
GPT 5,4,6,4.0
GPT 5,5,6,3.0
GPT 5,6,6,1.0
GPT 5,7,6,0.0
GPT 5,8,6,0.0
GPT 5,9,6,0.0
GPT 5,1,7,6.491853096329675
GPT 5,2,7,5.954196310386875
GPT 5,3,7,5.20945336562895
GPT 5,4,7,4.392317422778761
GPT 5,5,7,3.4594316186372973
GPT 5,6,7,1.0
GPT 5,7,7,0.0
GPT 5,8,7,0.0
GPT 5,9,7,0.0
GPT 5,1,8,6.491853096329675
GPT 5,2,8,5.882643049361842
GPT 5,3,8,4.857980995127572
GPT 5,4,8,3.807354922057604
GPT 5,5,8,2.584962500721156
GPT 5,6,8,1.0
GPT 5,7,8,0.0
GPT 5,8,8,0.0
GPT 5,9,8,0.0
GPT 5,1,9,6.491853096329675
GPT 5,2,9,6.108524456778169
GPT 5,3,9,5.321928094887363
GPT 5,4,9,4.700439718141092
GPT 5,5,9,3.9068905956085187
GPT 5,6,9,2.0
GPT 5,7,9,0.0
GPT 5,8,9,0.0
GPT 5,9,9,0.0
GPT 5,1,10,6.491853096329675
GPT 5,2,10,5.807354922057604
GPT 5,3,10,4.754887502163468
GPT 5,4,10,3.700439718141092
GPT 5,5,10,2.584962500721156
GPT 5,6,10,2.0
GPT 5,7,10,0.0
GPT 5,8,10,0.0
GPT 5,9,10,0.0
Grok 4,1,1,6.523561956057013
Grok 4,2,1,5.832890014164741
Grok 4,3,1,4.906890595608519
Grok 4,4,1,3.807354922057604
Grok 4,5,1,2.584962500721156
Grok 4,6,1,1.0
Grok 4,7,1,1.0
Grok 4,8,1,1.0
Grok 4,9,1,1.0
Grok 4,1,2,6.523561956057013
Grok 4,2,2,6.022367813028454
Grok 4,3,2,5.357552004618084
Grok 4,4,2,4.643856189774724
Grok 4,5,2,3.700439718141092
Grok 4,6,2,2.807354922057604
Grok 4,7,2,1.0
Grok 4,8,2,1.0
Grok 4,9,2,1.0
Grok 4,1,3,6.523561956057013
Grok 4,2,3,6.0
Grok 4,3,3,5.426264754702098
Grok 4,4,3,4.643856189774724
Grok 4,5,3,3.700439718141092
Grok 4,6,3,2.584962500721156
Grok 4,7,3,1.0
Grok 4,8,3,1.0
Grok 4,9,3,1.0
Grok 4,1,4,6.523561956057013
Grok 4,2,4,5.832890014164741
Grok 4,3,4,4.857980995127572
Grok 4,4,4,3.807354922057604
Grok 4,5,4,2.584962500721156
Grok 4,6,4,1.0
Grok 4,7,4,0.0
Grok 4,8,4,0.0
Grok 4,9,4,0.0
Grok 4,1,5,6.523561956057013
Grok 4,2,5,5.78135971352466
Grok 4,3,5,4.954196310386875
Grok 4,4,5,4.087462841250339
Grok 4,5,5,3.169925001442312
Grok 4,6,5,2.0
Grok 4,7,5,0.0
Grok 4,8,5,0.0
Grok 4,9,5,0.0
Grok 4,1,6,6.523561956057013
Grok 4,2,6,6.189824558880018
Grok 4,3,6,5.643856189774724
Grok 4,4,6,4.906890595608519
Grok 4,5,6,4.0
Grok 4,6,6,3.169925001442312
Grok 4,7,6,0.0
Grok 4,8,6,0.0
Grok 4,9,6,0.0
Grok 4,1,7,6.523561956057013
Grok 4,2,7,6.129283016944966
Grok 4,3,7,5.357552004618084
Grok 4,4,7,4.700439718141092
Grok 4,5,7,3.9068905956085187
Grok 4,6,7,2.807354922057604
Grok 4,7,7,0.0
Grok 4,8,7,0.0
Grok 4,9,7,0.0
Grok 4,1,8,6.523561956057013
Grok 4,2,8,5.754887502163468
Grok 4,3,8,4.906890595608519
Grok 4,4,8,4.087462841250339
Grok 4,5,8,2.807354922057604
Grok 4,6,8,1.584962500721156
Grok 4,7,8,0.0
Grok 4,8,8,0.0
Grok 4,9,8,0.0
Grok 4,1,9,6.523561956057013
Grok 4,2,9,6.066089190457772
Grok 4,3,9,5.357552004618084
Grok 4,4,9,4.643856189774724
Grok 4,5,9,3.700439718141092
Grok 4,6,9,2.807354922057604
Grok 4,7,9,0.0
Grok 4,8,9,0.0
Grok 4,9,9,0.0
Grok 4,1,10,6.523561956057013
Grok 4,2,10,5.954196310386875
Grok 4,3,10,5.247927513443585
Grok 4,4,10,4.584962500721156
Grok 4,5,10,3.584962500721156
Grok 4,6,10,2.807354922057604
Grok 4,7,10,0.0
Grok 4,8,10,0.0
Grok 4,9,10,0.0
Oracle,1,1,6.321928094887363
Oracle,2,1,6.066089190457772
Oracle,3,1,5.20945336562895
Oracle,4,1,4.247927513443585
Oracle,5,1,3.321928094887362
Oracle,6,1,1.0
Oracle,7,1,1.0
Oracle,8,1,1.0
Oracle,9,1,1.0
Oracle,1,2,6.321928094887363
Oracle,2,2,5.554588851677638
Oracle,3,2,4.584962500721156
Oracle,4,2,3.4594316186372973
Oracle,5,2,2.0
Oracle,6,2,1.0
Oracle,7,2,1.0
Oracle,8,2,1.0
Oracle,9,2,1.0
Oracle,1,3,6.321928094887363
Oracle,2,3,5.672425341971495
Oracle,3,3,4.754887502163468
Oracle,4,3,3.807354922057604
Oracle,5,3,2.584962500721156
Oracle,6,3,0.0
Oracle,7,3,0.0
Oracle,8,3,0.0
Oracle,9,3,0.0
Oracle,1,4,6.321928094887363
Oracle,2,4,5.906890595608519
Oracle,3,4,5.0
Oracle,4,4,3.807354922057604
Oracle,5,4,2.584962500721156
Oracle,6,4,0.0
Oracle,7,4,0.0
Oracle,8,4,0.0
Oracle,9,4,0.0
Oracle,1,5,6.321928094887363
Oracle,2,5,6.108524456778169
Oracle,3,5,5.392317422778761
Oracle,4,5,4.392317422778761
Oracle,5,5,3.4594316186372973
Oracle,6,5,0.0
Oracle,7,5,0.0
Oracle,8,5,0.0
Oracle,9,5,0.0
Oracle,1,6,6.321928094887363
Oracle,2,6,6.108524456778169
Oracle,3,6,5.285402218862249
Oracle,4,6,4.321928094887363
Oracle,5,6,3.321928094887362
Oracle,6,6,0.0
Oracle,7,6,0.0
Oracle,8,6,0.0
Oracle,9,6,0.0
Oracle,1,7,6.321928094887363
Oracle,2,7,6.129283016944966
Oracle,3,7,5.523561956057013
Oracle,4,7,4.807354922057604
Oracle,5,7,4.0
Oracle,6,7,0.0
Oracle,7,7,0.0
Oracle,8,7,0.0
Oracle,9,7,0.0
Oracle,1,8,6.321928094887363
Oracle,2,8,5.700439718141092
Oracle,3,8,4.643856189774724
Oracle,4,8,3.584962500721156
Oracle,5,8,2.321928094887362
Oracle,6,8,0.0
Oracle,7,8,0.0
Oracle,8,8,0.0
Oracle,9,8,0.0
Oracle,1,9,6.321928094887363
Oracle,2,9,5.832890014164741
Oracle,3,9,4.857980995127572
Oracle,4,9,3.700439718141092
Oracle,5,9,2.584962500721156
Oracle,6,9,0.0
Oracle,7,9,0.0
Oracle,8,9,0.0
Oracle,9,9,0.0
Oracle,1,10,6.321928094887363
Oracle,2,10,5.832890014164741
Oracle,3,10,5.0
Oracle,4,10,3.9068905956085187
Oracle,5,10,2.807354922057604
Oracle,6,10,0.0
Oracle,7,10,0.0
Oracle,8,10,0.0
Oracle,9,10,0.0
